Name,Style,Brewery,review_aroma,review_appearance,review_palate,review_taste,review_overall
Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),Farmhouse Ale - Bière de Garde,BFM Brasserie Des Franches-Montagnes,0.8114689353753242,0.755835577102633,0.7593944031235074,0.8269356850517497,0.788776168355404
Abbaye Des Rocs Grand Cru Belgian Special Brown,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,0.7798182721963336,0.8112061172678804,0.7706552484111346,0.8124853066026647,0.777656849661821
Abbaye Des Rocs [Brasserie Des Rocs Brune],Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,0.788368331860239,0.8121950557598476,0.7753282865132085,0.8154625521103813,0.8002459341407937
Abbey,Dubbel,New Belgium Brewing,0.7195421135490783,0.8032929939474767,0.7128907143930219,0.7408018672303296,0.738345693020771
Abbey Ale,Brown Ale - Belgian Dark,Cathedral Square Brewery,0.570247981239892,0.6858971749506821,0.5737180712524561,0.567085891855539,0.5686273241061011
Abbey Ale,Dubbel,Abita Brewing Co.,0.6096608253817273,0.749572407679151,0.6324787590400953,0.6331236326885761,0.6425770957719619
Abbey Ale,Dubbel,Brewery Ommegang,0.740647808193079,0.8665340112779696,0.7445269427286967,0.7783078700609714,0.7527280002567529
Abbey Dubbel,Dubbel,Flying Fish Brewing Company,0.856749327079964,0.7846152702958544,0.7307692514792883,0.8679245183339259,0.8705882231141857
Abbey Triple,Tripel,Sprecher Brewing Company,0.5645827036272504,0.613037834247318,0.5908301083976839,0.6082506496792943,0.6022598919774016
Abbot Ale,Bitter - English Extra Special / Strong Bitter (ESB),Greene King / Morland Brewery,0.570247981239892,0.743749915192305,0.6534456420426429,0.639151029369889,0.6803221110891398
Abner,IPA - New England,Hill Farmstead Brewery,0.8320059248478322,0.843356472103276,0.8017481690962946,0.8583189327033158,0.8529411155709286
Abrasive Ale,IPA - Imperial,Surly Brewing Company,0.8570037402750699,0.8646672727589928,0.8111079760686173,0.853848970101809,0.8526589978973176
Abraxas,Stout - American Imperial,Perennial Artisan Ales,0.7707989233279424,0.8169229635976294,0.865384625739644,0.8150943256674963,0.81882351235986
Abt 12,Quadrupel (Quad),Brouwerij St. Bernardus NV,0.8047344347400072,0.901634058511817,0.8299242438519812,0.8645288577002912,0.8260501248047176
Achel Trappist Extra,Strong Ale - Belgian Dark,Brouwerij der St. Benedictusabdij de Achelse,0.7764295342777374,0.8630502727092391,0.7797910554006879,0.8328061760608436,0.8002720753197248
Ad Astra Ale,Altbier,Free State Brewing Co.,0.577069578284344,0.7538460693491098,0.6698719484713886,0.654087973893432,0.7072829842148691
Adam,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.7725256669393203,0.8414419181982129,0.7739853635395872,0.8123651179143485,0.753751388588366
Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.8877868773788566,0.841153733573961,0.8586538570266262,0.911949766939605,0.883529400802767
Adelscott,Smoked Beer,Brasserie Fischer / Fischer Biere d' Alsace,0.3832262057051013,0.537820355009857,0.3904914699621947,0.36163508389698745,0.3529411155709285
Adnams Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",0.5767592973267992,0.75157322312533,0.6604020261229211,0.6818182778730777,0.7029412191003499
Adnams Broadside,Strong Ale - English,"Adnams plc, Sole Bay Brewery",0.6335799632418773,0.7897163319912717,0.6825912167237524,0.73028786643682,0.7234674798557628
Adnams SSB (Suffolk Special Bitter),Bitter - English Extra Special / Strong Bitter (ESB),"Adnams plc, Sole Bay Brewery",0.6255017712945707,0.7592307925917166,0.6769231017751458,0.7037734493413925,0.7402521873178529
Adnams Southwold Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",0.56308544759389,0.7280768070177479,0.6903846392011816,0.6433961995016,0.6894117354740457
Aecht Schlenkerla Eiche,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.7818383931858521,0.7334860841072641,0.7227415982506462,0.7776527756719076,0.7530492002869835
Aecht Schlenkerla Fastenbier (Lentbeer),Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.8170534196084387,0.829378871673196,0.7632067105225606,0.8138213821751987,0.7926292746004022
Aecht Schlenkerla Helles Lagerbier,Lager - Helles,Brauerei Heller-Trum / Schlenkerla,0.6734079478338351,0.7168020682092944,0.7087162916372083,0.7448645090463781,0.7720939550206076
Aecht Schlenkerla Kräusen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.6584021533441153,0.7970414552935832,0.7411244045288918,0.7053699777637719,0.7212669620015966
Aecht Schlenkerla Rauchbier Märzen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.7729582839715392,0.7915200705083099,0.7036644458719656,0.7532312266589605,0.6972142303260451
Aecht Schlenkerla Rauchbier Urbock,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.7861221613088529,0.8029078862433194,0.7314727514251729,0.7788771153869523,0.7084852196221383
Aecht Schlenkerla Rauchbier Weizen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.7216722510553992,0.7676366082349726,0.6705358714972407,0.701739486923735,0.6797739228022515
Affligem Blond,Blonde Ale - Belgian,Brouwerij De Smedt / Brouwerij Affligem,0.658596401256595,0.789596793526055,0.6898510238576134,0.7067575627741556,0.7266391036836803
Affligem Dubbel,Dubbel,Brouwerij De Smedt / Brouwerij Affligem,0.6551171289127131,0.7785194547236756,0.6621916029083381,0.668565295740777,0.6767146283966707
Affligem Noël,Strong Ale - Belgian Dark,Brouwerij De Smedt / Brouwerij Affligem,0.7338310816715061,0.8174440866905874,0.7351116742221788,0.7741934546561098,0.7574572242312683
Affligem Tripel,Tripel,Brouwerij De Smedt / Brouwerij Affligem,0.6860578417567118,0.7898601012264646,0.7141609450645425,0.7225556394381616,0.72605028009885
After Dark,Mild Ale - English Dark,Nelson Brewing Company,0.6353620016130026,0.7258740684884328,0.6451048734534712,0.7118353367422896,0.7529412708650607
Aftershock,California Common / Steam Beer,Palmetto Brewing Company,0.6179983010470191,0.7307690071005848,0.641025758382634,0.6037735550017778,0.654902014579013
Agave Wheat,Herb and Spice Beer,Breckenridge Brewery,0.5018572449744083,0.6355831118640958,0.5839951473849887,0.579914647540728,0.6134345989114915
Agnus Dei (Abbey Pale Ale),Tripel,Brouwerij Corsendonk,0.6690525543743742,0.7723557929955629,0.7076320994129153,0.715801827607685,0.7414652933143804
Aiko,Lager - European Strong,Rinkuškiai Alaus Darykloje,0.4449036424348603,0.5355769087869817,0.4615385029585766,0.4386792029191851,0.44999994823528916
Akevitt,Porter - Baltic,HaandBryggeriet,0.7309210875018086,0.7737004391907827,0.6980248693827023,0.7269249605226387,0.714944420230063
Akiraku,Happoshu,Suntory,0.570247981239892,0.4615383372781027,0.7307692514792883,0.8679245183339259,0.7411764462283714
Aktien Original 1857,Lager - European / Dortmunder Export,Bayreuther Bierbrauerei,0.570247981239892,0.6876921903905289,0.6769231017751458,0.6566037476682074,0.6894117354740457
Alamo Golden Ale,Blonde Ale - American,Alamo Beer Co.,0.5190871494118845,0.5769230023668617,0.6057691841716013,0.613207442506222,0.6610643445707618
Alba Scots Pine Ale,Gruit / Ancient Herbed Ale,Williams Brothers Brewing Company,0.6554411619348581,0.6835648825712273,0.6557524110959683,0.6852297875645124,0.6545218027785227
Alberta Clipper,Porter - Imperial,Great Lakes Brewing Company,0.6874531033109528,0.8286713331898872,0.6940558696880099,0.7478560187061145,0.7411764462283714
Aldebaran,IPA - Belgian,Kuhnhenn Brewing Company,0.7544273769226033,0.8115382403550226,0.7467949425542351,0.7735848508365926,0.7535013650354225
Ale Of Fergus,Mild Ale - English Dark,Devils Backbone Brewing Company,0.606060649469901,0.7038460370414166,0.6298077207840214,0.7358490366678518,0.8058823346712787
Ale To The Chief,Strong Ale - American,Avery Brewing Company,0.7415502874324753,0.8183571021032954,0.7307692514792883,0.7582638308123646,0.7374597399962108
Alhambra Negra,Lager - European Dark,"Grupo Cervezas Alhambra, SL",0.517839149549405,0.6742964515168139,0.5206378830278551,0.561895853727989,0.5975609503586776
Alice Porter,Porter - Baltic,BrewDog,0.6971271077545886,0.7384614688757376,0.6769231017751458,0.7320753760056888,0.73747889293919
Alkoholfrei,Low Alcohol Beer,Bitburger Brauerei,0.19421496482479722,0.42115372065088374,0.20913467622040954,0.2570754156283332,0.30441169923874817
All Day IPA,IPA - American,Founders Brewing Company,0.732598839383048,0.7092307602840233,0.7188035600920337,0.715303903041804,0.7670588016055342
Allgäuer Hüttenbier,Lager - European / Dortmunder Export,Der HirschBrau/Privatbrauerei Höss,0.35537197185983777,0.4615383372781027,0.4615385029585766,0.4716980733357036,0.4823528924567428
Almaza Pilsner Beer,Pilsner - German,Brasserie Almaza S.A.L.,0.3520863744257439,0.4985884768796456,0.40966823771782784,0.4159598427139504,0.4859145633801942
Alpen Glow,Bock - Weizenbock,Fat Heads Brewery & Saloon,0.7245180689236288,0.8467455491306322,0.7100592146108295,0.7561683212202506,0.7411764462283714
Alpen Stoff,Lager - European / Dortmunder Export,Bürgerbräu Bad Reichenhall,0.3792469885127286,0.4615383372781027,0.4166666217948753,0.5157233219413828,0.5686273241061011
Alpha King,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,0.7861064037348315,0.8229160407051088,0.7684017870460162,0.8227203639788954,0.8266337719184726
Alpha Klaus Christmas (Xmas) Porter,Porter - American,Three Floyds Brewing Co. & Brewpub,0.7716873640013926,0.8632557496386384,0.7524746344250279,0.7995318716627828,0.7875239800022571
Alpha Kong,Strong Ale - Belgian Pale,Three Floyds Brewing Co. & Brewpub,0.7395442050089032,0.7787410854997256,0.7148601373184509,0.7730702847600215,0.6882353824221537
Alpine Glacier Lager,Lager - American,Tommyknocker Brewery,0.4407218687909786,0.5776137408496536,0.5381160739910713,0.529431700334468,0.5954913972227198
Alt-eration Ale,Altbier,Hops & Grain,1.0,0.7846152702958544,0.7307692514792883,0.7358490366678518,0.8705882231141857
Altbier,Altbier,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,0.6813248395234337,0.8044835324456472,0.7170917909929391,0.7499747735830018,0.767473954585784
Amber,Altbier,Alaskan Brewing Co.,0.5699597608859768,0.6672805128394004,0.6113217991290925,0.6417751050396305,0.7015976660327214
Amber,Lager - American Amber / Red,Abita Brewing Co.,0.4857842329714343,0.6185049421078443,0.5472604963645771,0.5617212499412263,0.6245836823137583
Amber Ale,Red Ale - American Amber / Red,Saint Arnold Brewing Company,0.579463010527492,0.6136300342655394,0.6103240299750745,0.6338960101053592,0.6776057578923065
Amber Ale,Red Ale - American Amber / Red,The Duck-Rabbit Craft Brewery,0.5538764348345526,0.7107692526390539,0.5775640324950744,0.5672956277204246,0.6062183394087848
Amber Ale,Red Ale - Irish,Starr Hill Brewery,0.5060837128282409,0.6668269128254434,0.5681089178377756,0.5845124592084874,0.6158087873702387
Ambergeddon,Red Ale - American Amber / Red,Ale Asylum,0.7156691883560125,0.7931816551748201,0.6991551000649923,0.7538593776497644,0.7774510849365726
American Amber Ale,Red Ale - American Amber / Red,Rogue Ales,0.6586155968467662,0.7707627006388524,0.6905521007267614,0.7122836009270643,0.7358066339582714
Amstel Gold,Lager - European Strong,Amstel Brouwerij B. V.,0.47474762812698307,0.5692305405917089,0.5512819960552311,0.4716980733357036,0.5686273241061011
Amstel Lager,Lager - European Pale,Amstel Brouwerij B. V.,0.3028468206229398,0.45346141395265893,0.3650642411489045,0.35503130981368375,0.4478431715617102
Amstel Light,Lager - Light,Amstel Brouwerij B. V.,0.20673020311512919,0.32223305606870944,0.3136064374148894,0.3035504002679547,0.40971535620850413
"Amsterdam Navigator 8,4",Lager - European Strong,Grolsch Bierbrouwerij N.V.,0.39834717373584855,0.5261537238816532,0.353846203550292,0.31320749533641473,0.27529404943943997
An Brain Blásta,Strong Ale - English,The Porterhouse Brewing Company,0.546372964587001,0.6769230669822481,0.6335470666502256,0.6037735550017778,0.5758169247827694
Anchor Liberty Ale,IPA - American,Anchor Brewing Company,0.6794299196220475,0.7760653623404727,0.7068292533208267,0.7405094521139208,0.7672961428043428
Anchor Porter,Porter - American,Anchor Brewing Company,0.710806114511723,0.8628338111641172,0.7526315959514158,0.7800396437765769,0.7785404732743975
Anchor Steam Beer,California Common / Steam Beer,Anchor Brewing Company,0.6094130017175756,0.7593519464415983,0.6838229473982347,0.7063732231225075,0.7566142359166339
Anchor Summer Beer,Wheat Beer - American Pale,Anchor Brewing Company,0.48238747301515444,0.6852306672378667,0.5756411864891395,0.5423898899916897,0.6388795424827804
Andechs Weissbier Dunkel,Wheat Beer - Dunkelweizen,Klosterbrauerei Andechs,0.6483846337868173,0.7748250699946175,0.6247087596377876,0.6798170701748734,0.7176470557785464
Andechser Bergbock Hell,Bock - Maibock,Klosterbrauerei Andechs,0.6533333715335128,0.713538345031949,0.7334615589644953,0.7411320559344947,0.7644705660678179
Andechser Doppelbock Dunkel,Bock - Doppelbock,Klosterbrauerei Andechs,0.7863717039810796,0.8735457499552539,0.82833012858999,0.8508973472375356,0.8530027155767261
Andechser Export Dunkel,Lager - Munich Dunkel,Klosterbrauerei Andechs,0.6545131840756824,0.7656105927880181,0.7030543689958177,0.7125416764182397,0.744982705410137
Andechser Spezial Hell,Lager - Helles,Klosterbrauerei Andechs,0.606060649469901,0.7173076836094672,0.6915065237302673,0.7000785056663024,0.7411764462283714
Andromeda Heather Ale,Gruit / Ancient Herbed Ale,Dragonmead Microbrewery,0.4986226447798739,0.6499997738461469,0.5288461900887547,0.6257860472291357,0.6333332125490083
Andygator,Bock - Maibock,Abita Brewing Co.,0.529895699185047,0.6549296047670647,0.602789876708471,0.593077290043569,0.6062965041220238
Anger,IPA - Black / Cascadian Dark Ale,Greenbush Brewing Company,0.7851239906199461,0.7846152702958544,0.7139423296967438,0.8514150831256666,0.8382352788927321
Angler's Ale,Pale Ale - English,Arcadia Brewing Company,0.494908727833749,0.6362392811150548,0.5393163046679765,0.5323550590456647,0.5801307369534812
Angry Angel,Kölsch,Big Boss Brewing,0.5455495597190567,0.6119361419057274,0.6332891435931427,0.6197137448840562,0.7032453367760316
Angry Goat,Bock - Weizenbock,Rahr & Sons Brewing Company,0.6896236375070373,0.7038460370414166,0.7083334455128119,0.7358490366678518,0.7196079030219202
Anna,Farmhouse Ale - Saison,Hill Farmstead Brewery,0.7459328985197908,0.885195904159874,0.7510886345316437,0.7657530389247578,0.7851275327178855
Anniversary Ale,Wheat Beer - Wheatwine,Short's Brewing Company,0.7285777929941826,0.7750505776938639,0.7033147151296373,0.7410625842311385,0.7011610306975087
Anniversary Barley Wine Ale,Barleywine - American,Uinta Brewing Company,0.6827301286247791,0.7601570541586786,0.6715196406523352,0.6879484292791267,0.6814829347278057
Anubis,Porter - Imperial,Laughing Dog Brewing,0.6657483343528008,0.7846152702958544,0.5961538772189325,0.7358490366678518,0.6980391009919154
Anvil,Bitter - English Extra Special / Strong Bitter (ESB),AleSmith Brewing Company,0.648951046947543,0.7788687008882675,0.7031012151460603,0.712357299045834,0.7508950118489424
Anvil Porter,Porter - English,French Broad Brewing Co.,0.6179983010470191,0.7076922679289928,0.6282052593688261,0.6666665786163455,0.654902014579013
Aorta Ale (Double Red Ale),Red Ale - Imperial,Short's Brewing Company,0.6833406629927645,0.7931173628651493,0.7236841751012173,0.6871895235614736,0.7139319024877084
Aphrodisiaque,Stout - American,Brasserie Dieu Du Ciel,0.7974956917360119,0.8305067332463612,0.7301572899879007,0.7946825882779311,0.7861765445813218
Applehead,Herb and Spice Beer,Shipyard Brewing Co.,0.46606577784399145,0.3734265345669703,0.4370630048413073,0.4476843734101414,0.42352928692040354
ApriHop,IPA - American,Dogfish Head Brewery,0.6503795426579018,0.7535501308784656,0.6718182175524448,0.6815749948358487,0.6962053361134435
Apricot Ale,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,0.7732722894465798,0.8194797944455321,0.7646651334872974,0.7852584743591302,0.781210238231552
Apricot Wheat,Fruit and Field Beer,Ithaca Beer Company,0.5252443498353334,0.5130019080923665,0.5103812684322102,0.519034982568678,0.5550753228306187
Arabier,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,0.73998656308688,0.8382583181002561,0.7256894057161996,0.7478105847404217,0.7275027978826163
Arcobräu Zwickl Lager,Lager - Kellerbier / Zwickelbier,Arcobräu Gräfliches Brauhaus,0.6512158400864088,0.7494980999845569,0.7190636369951049,0.7186219032922192,0.7468030114638129
Arctic Circle Ale,Farmhouse Ale - Sahti,Malmgårdin Panimo,0.713498654159928,0.7805768086331324,0.7307692514792883,0.7391509237095037,0.7282352685397901
Arctic Devil Barley Wine,Barleywine - English,Midnight Sun Brewing Co.,0.8245351157537062,0.8232607637926388,0.8209421676198332,0.851494064263703,0.7913312744782377
Arctic Panzer Wolf,IPA - Imperial,Three Floyds Brewing Co. & Brewpub,0.7683862954946232,0.775433100782557,0.756275364901895,0.7814499457698072,0.7697831783325344
Ard Ri,Red Ale - Imperial,Upland Brewing Company,0.6193626204559095,0.7776920546982171,0.6865384087278146,0.6547169173371259,0.6727730044962827
Arkell Best Bitter,Bitter - English,Wellington County Brewery,0.6076177842845416,0.6909698058759939,0.6332218359060127,0.6803390324784175,0.7449275759931837
Arran Sunset,Mild Ale - English Pale,Isle of Arran Brewery Company Ltd.,0.7421487887439351,0.5907691104852033,0.5423077275147901,0.6301886513349926,0.6376470247197199
Arsenalnoye Krepkoye (Strong),Lager - European Strong,Baltika Breweries,0.37094274700355406,0.48963213814252726,0.40886296854900245,0.4372435424334749,0.43734011174965753
Artemis,Gruit / Ancient Herbed Ale,Moonlight Brewing Company,0.4679260310825309,0.6923076674556206,0.48076938609466263,0.3962264449982223,0.33445360794857476
Arthur,Farmhouse Ale - Saison,Hill Farmstead Brewery,0.6943984689368079,0.8456409490966443,0.745726634944105,0.7417189993750188,0.7756861671234041
Asahi Black (Kuronama),Lager - Munich Dunkel,Asahi Breweries Ltd,0.5583103296627736,0.6786056516494046,0.5835336858820241,0.6189072919930032,0.6562499676470557
Asahi Draft (Jukusen),Lager - Japanese Rice,Asahi Breweries Ltd,0.332661583177787,0.45365849088179977,0.47138830989320696,0.4394845992063848,0.5423241216305055
Asahi Dry Black,Lager - European Dark,Asahi Breweries Ltd,0.4986226447798739,0.7846152702958544,0.39423081582839875,0.6037735550017778,0.8058823346712787
Asahi Dry Premium,Lager - Japanese Rice,Asahi Breweries Ltd,0.35537197185983777,0.7038460370414166,0.5961538772189325,0.5377358141687407,0.6117646693425571
Asahi Honnama Aqua Blue,Happoshu,Asahi Breweries Ltd,0.01770979419175822,0.0,0.0,0.0,0.18655458226396066
Asahi Honnama Gold,Happoshu,Asahi Breweries Ltd,0.6179983010470191,0.4615383372781027,0.5512819960552311,0.5597483063960986,0.5686273241061011
Asahi Honnama Red,Happoshu,Asahi Breweries Ltd,0.34741353747509224,0.479487199368837,0.36431631812951387,0.36163508389698745,0.4823528924567428
Asahi Orion,Lager - Japanese Rice,Asahi Breweries Ltd,0.570247981239892,0.7846152702958544,0.3269231286982209,0.33962259166962955,0.3529411155709285
Asahi Shinnama,Happoshu,Asahi Breweries Ltd,0.14049596247978374,0.29999987076922685,0.19230775443786502,0.2515723586092346,0.26666668392157017
Asahi Strong Off,Happoshu,Asahi Breweries Ltd,0.14049596247978374,0.4615383372781027,0.5961538772189325,0.4716980733357036,0.7411764462283714
Asahi Super Dry,Lager - Japanese Rice,Asahi Breweries Ltd,0.2817098973322428,0.4209624591065372,0.3964638156566295,0.38500399132105595,0.47867293916921777
Ashtray Heart,Smoked Beer,Evil Twin Brewing,0.6589270238096945,0.7923077320710072,0.6987178693293947,0.628930764447605,0.654902014579013
Atom Smasher,Lager - Märzen / Oktoberfest,Two Brothers Brewing Company,0.5755536996635042,0.6470084045233355,0.5836895704854177,0.6184487259206586,0.6117646693425571
Aud Blonde,Blonde Ale - American,Russian River Brewing Company,0.5897822160019597,0.7222026222216191,0.7001749461403888,0.6848198252694206,0.7794116733563927
