Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
1488 Whisky Beer,Strong Ale - English,Tullibardine Distillery,0.024752475247524754,0.13366336633663367,0.18316831683168316,0.03217821782178218,0.18316831683168316,0.05693069306930693,0.0,0.07673267326732673,0.039603960396039604,0.06930693069306931,0.2004950495049505
1516 Bavarian Lager,Lager - Helles,Okanagan Spring Brewery,0.1453287197231834,0.11418685121107267,0.010380622837370242,0.1314878892733564,0.09688581314878893,0.031141868512110725,0.01384083044982699,0.03806228373702422,0.17301038062283736,0.010380622837370242,0.23529411764705882
1554,Lager - European Dark,New Belgium Brewing,0.03942652329749104,0.1971326164874552,0.025089605734767026,0.0967741935483871,0.1935483870967742,0.025089605734767026,0.0,0.014336917562724014,0.05017921146953405,0.053763440860215055,0.3046594982078853
17 Grande Réserve,Strong Ale - Belgian Dark,Unibroue,0.011928429423459244,0.1312127236580517,0.055666003976143144,0.027833001988071572,0.2524850894632207,0.07952286282306163,0.0,0.1550695825049702,0.02186878727634195,0.09940357852882704,0.16500994035785288
1809,Sour - Berliner Weisse,Professor Fritz Briem,0.09397590361445783,0.07951807228915662,0.021686746987951807,0.02891566265060241,0.13253012048192772,0.3108433734939759,0.004819277108433735,0.1927710843373494,0.04096385542168675,0.024096385542168676,0.06987951807228916
1888,California Common / Steam Beer,Anaheim Brewery,0.013157894736842105,0.13157894736842105,0.013157894736842105,0.14473684210526316,0.06578947368421052,0.10526315789473684,0.0,0.09210526315789473,0.25,0.013157894736842105,0.17105263157894737
1906 Reserva Especial,Lager - Vienna,"Hijos De Rivera, S.A.",0.06645569620253164,0.08227848101265822,0.028481012658227847,0.10759493670886076,0.14873417721518986,0.03164556962025317,0.00949367088607595,0.03164556962025317,0.1930379746835443,0.022151898734177215,0.27848101265822783
2XIPA,IPA - Imperial,Southern Tier Brewing Company,0.04639175257731959,0.07989690721649484,0.03608247422680412,0.17268041237113402,0.10824742268041238,0.11855670103092783,0.0,0.11597938144329897,0.22938144329896906,0.002577319587628866,0.09020618556701031
2XSTOUT,Stout - Sweet / Milk,Southern Tier Brewing Company,0.032640949554896145,0.26409495548961426,0.03857566765578635,0.10385756676557864,0.18397626112759644,0.02967359050445104,0.0,0.020771513353115726,0.050445103857566766,0.020771513353115726,0.2551928783382789
312 Urban Wheat,Wheat Beer - American Pale,Goose Island Beer Co.,0.07479224376731301,0.12465373961218837,0.027700831024930747,0.06925207756232687,0.060941828254847646,0.14127423822714683,0.008310249307479225,0.15789473684210525,0.08587257617728532,0.01662049861495845,0.23268698060941828
32°/50° Kölsch,Kölsch,COAST Brewing Company,0.07712082262210797,0.10025706940874037,0.007712082262210797,0.08226221079691516,0.11825192802056556,0.08740359897172237,0.007712082262210797,0.10539845758354756,0.15681233933161953,0.02313624678663239,0.23393316195372751
33 ExportVBL Tien Giang Limited (Fosters),Lager - European / Dortmunder Export,VBL Tien Giang Limited (Fosters),0.06493506493506493,0.1038961038961039,0.032467532467532464,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.012987012987012988,0.05194805194805195,0.11688311688311688,0.01948051948051948,0.2792207792207792
4 Elf,Winter Warmer,Dark Horse Brewing Company,0.016355140186915886,0.11448598130841121,0.0911214953271028,0.05841121495327103,0.12149532710280374,0.02102803738317757,0.0,0.04439252336448598,0.06775700934579439,0.29906542056074764,0.1658878504672897
420 Extra Pale Ale,Pale Ale - American,SweetWater Brewing Company,0.03614457831325301,0.07530120481927711,0.018072289156626505,0.12650602409638553,0.10843373493975904,0.11144578313253012,0.0030120481927710845,0.14457831325301204,0.20783132530120482,0.02710843373493976,0.14156626506024098
471 Small Batch IPA,IPA - Imperial,Breckenridge Brewery,0.020338983050847456,0.06440677966101695,0.0847457627118644,0.1288135593220339,0.15254237288135594,0.1016949152542373,0.0,0.15593220338983052,0.15932203389830507,0.010169491525423728,0.12203389830508475
5 Barrel Pale Ale,Pale Ale - English,Odell Brewing Company,0.05434782608695652,0.07336956521739131,0.010869565217391304,0.1766304347826087,0.11141304347826086,0.09239130434782608,0.002717391304347826,0.09782608695652174,0.25,0.0,0.13043478260869565
5 Vulture,Chile Beer,5 Rabbit Cerveceria,0.013736263736263736,0.12087912087912088,0.06593406593406594,0.07142857142857142,0.1813186813186813,0.02197802197802198,0.005494505494505495,0.04120879120879121,0.03571428571428571,0.23901098901098902,0.2032967032967033
50 Degrees North-4 Degrees East,Lambic - Traditional,Brasserie Cantillon,0.0546875,0.09895833333333333,0.07552083333333333,0.044270833333333336,0.16145833333333334,0.2760416666666667,0.0,0.171875,0.06510416666666667,0.013020833333333334,0.0390625
5AM Saint,Red Ale - American Amber / Red,BrewDog,0.031609195402298854,0.06609195402298851,0.014367816091954023,0.14367816091954022,0.13793103448275862,0.09770114942528736,0.0,0.10632183908045977,0.1896551724137931,0.005747126436781609,0.20689655172413793
60 Minute IPA,IPA - American,Dogfish Head Brewery,0.05573770491803279,0.08524590163934426,0.019672131147540985,0.18360655737704917,0.04590163934426229,0.13114754098360656,0.0,0.14426229508196722,0.2459016393442623,0.009836065573770493,0.07868852459016394
668 Neighbor Of The Beast,Strong Ale - Belgian Pale,New England Brewing Co.,0.029925187032418952,0.12219451371571072,0.04488778054862843,0.04488778054862843,0.14214463840399003,0.11471321695760599,0.007481296758104738,0.16708229426433915,0.08977556109725686,0.10473815461346633,0.13216957605985039
72 Imperial Chocolate Cream Stout,Stout - Sweet / Milk,Breckenridge Brewery,0.015267175572519083,0.2958015267175573,0.02480916030534351,0.0916030534351145,0.1717557251908397,0.022900763358778626,0.0,0.026717557251908396,0.03816793893129771,0.03244274809160305,0.28053435114503816
75 Minute IPA,IPA - American,Dogfish Head Brewery,0.018306636155606407,0.12356979405034325,0.02517162471395881,0.10983981693363844,0.20137299771167047,0.08009153318077804,0.009153318077803204,0.08924485125858124,0.16018306636155608,0.006864988558352402,0.17620137299771166
8 Ball Stout,Stout - Oatmeal,Lost Coast Brewery and Cafe,0.0462046204620462,0.21122112211221122,0.0033003300330033004,0.13861386138613863,0.1419141914191419,0.036303630363036306,0.0,0.036303630363036306,0.0627062706270627,0.013201320132013201,0.3102310231023102
80/- (Eighty Shilling),Scottish Ale,Williams Brothers Brewing Company,0.03463203463203463,0.18181818181818182,0.012987012987012988,0.06926406926406926,0.18614718614718614,0.04329004329004329,0.0021645021645021645,0.05627705627705628,0.08441558441558442,0.02813852813852814,0.3008658008658009
8th Street Pale Ale,Pale Ale - English,Four Peaks Brewing Company,0.043596730245231606,0.11444141689373297,0.008174386920980926,0.1444141689373297,0.11171662125340599,0.07084468664850137,0.0,0.07629427792915532,0.23978201634877383,0.013623978201634877,0.1771117166212534
90 Minute IPA,IPA - Imperial,Dogfish Head Brewery,0.01048951048951049,0.05244755244755245,0.045454545454545456,0.15384615384615385,0.13986013986013987,0.10839160839160839,0.0034965034965034965,0.1258741258741259,0.1958041958041958,0.017482517482517484,0.14685314685314685
90 Shilling,Scottish Ale,Odell Brewing Company,0.06017191977077364,0.13753581661891118,0.03724928366762178,0.09169054441260745,0.1489971346704871,0.03724928366762178,0.0,0.054441260744985676,0.1318051575931232,0.03151862464183381,0.2693409742120344
A Little Sumpin' Extra! Ale,IPA - Imperial,Lagunitas Brewing Company,0.02977667493796526,0.0967741935483871,0.052109181141439205,0.1315136476426799,0.11910669975186104,0.12655086848635236,0.0,0.1662531017369727,0.17121588089330025,0.007444168734491315,0.09925558312655088
A Little Sumpin' Sumpin' Ale,IPA - American,Lagunitas Brewing Company,0.034482758620689655,0.0735632183908046,0.03218390804597701,0.13333333333333333,0.052873563218390804,0.12873563218390804,0.0022988505747126436,0.15862068965517243,0.22988505747126436,0.004597701149425287,0.14942528735632185
A Little Sumpin' Wild,IPA - Belgian,Lagunitas Brewing Company,0.04030226700251889,0.08312342569269521,0.042821158690176324,0.13350125944584382,0.10327455919395466,0.17380352644836272,0.0,0.1561712846347607,0.17884130982367757,0.022670025188916875,0.0654911838790932
ALTerior Motive,Altbier,COAST Brewing Company,0.0536779324055666,0.12127236580516898,0.02186878727634195,0.11133200795228629,0.12127236580516898,0.09145129224652088,0.0,0.07952286282306163,0.15308151093439365,0.027833001988071572,0.21868787276341947
Aardmonnik - Earthmonk,Sour - Flanders Oud Bruin,De Struise Brouwers,0.05244755244755245,0.08916083916083917,0.026223776223776224,0.038461538461538464,0.21678321678321677,0.25874125874125875,0.0,0.19055944055944055,0.015734265734265736,0.02097902097902098,0.09090909090909091
Aass Bock,Bock - Traditional,Aass Brewery,0.015479876160990712,0.15170278637770898,0.043343653250773995,0.10526315789473684,0.25077399380804954,0.04643962848297214,0.0,0.06501547987616099,0.07739938080495357,0.009287925696594427,0.23529411764705882
Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Blonde Ale - Belgian,Brasserie Val De Sambre,0.06303724928366762,0.12607449856733524,0.02005730659025788,0.08022922636103152,0.17191977077363896,0.1318051575931232,0.0,0.12893982808022922,0.10888252148997135,0.08022922636103152,0.08882521489971347
Abbaye De Floreffe Blonde,Blonde Ale - Belgian,Brasserie Lefèbvre SA,0.0412621359223301,0.06067961165048544,0.03640776699029126,0.08009708737864078,0.18446601941747573,0.10679611650485436,0.007281553398058253,0.11893203883495146,0.13349514563106796,0.07281553398058252,0.15776699029126215
Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),Farmhouse Ale - Bière de Garde,BFM Brasserie Des Franches-Montagnes,0.08174386920980926,0.07356948228882834,0.07356948228882834,0.01634877384196185,0.16348773841961853,0.3079019073569482,0.0,0.2016348773841962,0.013623978201634877,0.01634877384196185,0.051771117166212535
Abbaye Des Rocs Grand Cru Belgian Special Brown,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,0.02631578947368421,0.1194331983805668,0.044534412955465584,0.032388663967611336,0.2631578947368421,0.10728744939271255,0.0,0.15991902834008098,0.032388663967611336,0.05465587044534413,0.15991902834008098
Abbaye Des Rocs [Brasserie Des Rocs Brune],Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,0.02666666666666667,0.12,0.07466666666666667,0.04533333333333334,0.24533333333333332,0.056,0.0026666666666666666,0.14133333333333334,0.048,0.048,0.192
Abbey,Dubbel,New Belgium Brewing,0.02569593147751606,0.1006423982869379,0.034261241970021415,0.05353319057815846,0.22055674518201285,0.07922912205567452,0.0021413276231263384,0.1841541755888651,0.06638115631691649,0.05139186295503212,0.18201284796573874
Abbey Ale,Brown Ale - Belgian Dark,Cathedral Square Brewery,0.029411764705882353,0.12299465240641712,0.0481283422459893,0.06684491978609626,0.16042780748663102,0.06684491978609626,0.00267379679144385,0.11497326203208556,0.08288770053475936,0.058823529411764705,0.24598930481283424
Abbey Ale,Dubbel,Abita Brewing Co.,0.010554089709762533,0.10290237467018469,0.0316622691292876,0.0316622691292876,0.21635883905013192,0.11345646437994723,0.0,0.1424802110817942,0.04221635883905013,0.10290237467018469,0.20580474934036938
Abbey Ale,Dubbel,Brewery Ommegang,0.030534351145038167,0.09669211195928754,0.06361323155216285,0.03307888040712468,0.22900763358778625,0.06615776081424936,0.0,0.18575063613231552,0.03816793893129771,0.07124681933842239,0.18575063613231552
Abbey Dubbel,Dubbel,Flying Fish Brewing Company,0.015015015015015015,0.12312312312312312,0.03903903903903904,0.06006006006006006,0.2852852852852853,0.042042042042042045,0.0,0.14714714714714713,0.03903903903903904,0.05405405405405406,0.19519519519519518
Abbey Triple,Tripel,Sprecher Brewing Company,0.026402640264026403,0.07260726072607261,0.052805280528052806,0.019801980198019802,0.2607260726072607,0.13861386138613863,0.0,0.18811881188118812,0.036303630363036306,0.07590759075907591,0.12871287128712872
Abbot Ale,Bitter - English Extra Special / Strong Bitter (ESB),Greene King / Morland Brewery,0.026706231454005934,0.12462908011869436,0.01483679525222552,0.08902077151335312,0.18694362017804153,0.04747774480712166,0.008902077151335312,0.05637982195845697,0.1513353115727003,0.020771513353115726,0.27299703264094954
Abner,IPA - New England,Hill Farmstead Brewery,0.048638132295719845,0.058365758754863814,0.01556420233463035,0.13229571984435798,0.09727626459143969,0.15369649805447472,0.0,0.2704280155642023,0.17120622568093385,0.005836575875486381,0.04669260700389105
Abrasive Ale,IPA - Imperial,Surly Brewing Company,0.040998217468805706,0.06060606060606061,0.0285204991087344,0.13903743315508021,0.13012477718360071,0.12299465240641712,0.0,0.19786096256684493,0.1836007130124777,0.012477718360071301,0.08377896613190731
Abraxas,Stout - American Imperial,Perennial Artisan Ales,0.006430868167202572,0.22347266881028938,0.07395498392282958,0.07395498392282958,0.11736334405144695,0.006430868167202572,0.003215434083601286,0.012861736334405145,0.02572347266881029,0.2540192926045016,0.20257234726688103
Abt 12,Quadrupel (Quad),Brouwerij St. Bernardus NV,0.03125,0.10477941176470588,0.10845588235294118,0.04411764705882353,0.21507352941176472,0.08088235294117647,0.0,0.15625,0.04963235294117647,0.05514705882352941,0.15441176470588236
Achel Trappist Extra,Strong Ale - Belgian Dark,Brouwerij der St. Benedictusabdij de Achelse,0.03420523138832998,0.10462776659959759,0.07645875251509054,0.04426559356136821,0.2454728370221328,0.06639839034205232,0.0,0.16096579476861167,0.03621730382293763,0.06841046277665996,0.16297786720321933
Ad Astra Ale,Altbier,Free State Brewing Co.,0.023026315789473683,0.09868421052631579,0.01644736842105263,0.14144736842105263,0.14144736842105263,0.04276315789473684,0.003289473684210526,0.04276315789473684,0.16447368421052633,0.019736842105263157,0.3059210526315789
Adam,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.015873015873015872,0.16507936507936508,0.06031746031746032,0.08888888888888889,0.1984126984126984,0.03968253968253968,0.0,0.10634920634920635,0.049206349206349205,0.06666666666666667,0.20952380952380953
Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.011695906432748537,0.1539961013645224,0.09161793372319688,0.042884990253411304,0.2475633528265107,0.04873294346978557,0.0,0.14814814814814814,0.015594541910331383,0.0682261208576998,0.17153996101364521
Adelscott,Smoked Beer,Brasserie Fischer / Fischer Biere d' Alsace,0.02877697841726619,0.1223021582733813,0.08633093525179857,0.05755395683453238,0.2589928057553957,0.03357314148681055,0.0,0.03357314148681055,0.06235011990407674,0.11510791366906475,0.2014388489208633
Adnams Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",0.03339517625231911,0.11131725417439703,0.01855287569573284,0.17625231910946196,0.11688311688311688,0.07792207792207792,0.0,0.07235621521335807,0.20222634508348794,0.02411873840445269,0.16697588126159554
Adnams Broadside,Strong Ale - English,"Adnams plc, Sole Bay Brewery",0.010416666666666666,0.11979166666666667,0.0703125,0.08333333333333333,0.1875,0.07291666666666667,0.0,0.12239583333333333,0.08854166666666667,0.036458333333333336,0.20833333333333334
Adnams SSB (Suffolk Special Bitter),Bitter - English Extra Special / Strong Bitter (ESB),"Adnams plc, Sole Bay Brewery",0.03980099502487562,0.11442786069651742,0.04477611940298507,0.16169154228855723,0.12935323383084577,0.08208955223880597,0.0,0.06218905472636816,0.17164179104477612,0.014925373134328358,0.1791044776119403
Adnams Southwold Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",0.03,0.08166666666666667,0.025,0.15666666666666668,0.16166666666666665,0.08166666666666667,0.0033333333333333335,0.09166666666666666,0.21166666666666667,0.015,0.14166666666666666
Aecht Schlenkerla Eiche,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.017045454545454544,0.13352272727272727,0.045454545454545456,0.07102272727272728,0.13352272727272727,0.03125,0.0,0.036931818181818184,0.09659090909090909,0.26988636363636365,0.16477272727272727
Aecht Schlenkerla Fastenbier (Lentbeer),Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.02862595419847328,0.12595419847328243,0.022900763358778626,0.1049618320610687,0.12022900763358779,0.013358778625954198,0.0019083969465648854,0.01717557251908397,0.1316793893129771,0.23091603053435114,0.20229007633587787
Aecht Schlenkerla Helles Lagerbier,Lager - Helles,Brauerei Heller-Trum / Schlenkerla,0.05864197530864197,0.07098765432098765,0.021604938271604937,0.09259259259259259,0.05555555555555555,0.040123456790123455,0.012345679012345678,0.037037037037037035,0.15432098765432098,0.27469135802469136,0.18209876543209877
Aecht Schlenkerla Kräusen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.08285714285714285,0.16,0.03428571428571429,0.06285714285714286,0.06571428571428571,0.037142857142857144,0.002857142857142857,0.017142857142857144,0.08,0.26571428571428574,0.19142857142857142
Aecht Schlenkerla Rauchbier Märzen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.024390243902439025,0.10060975609756098,0.018292682926829267,0.09146341463414634,0.07926829268292683,0.01524390243902439,0.012195121951219513,0.006097560975609756,0.07926829268292683,0.3780487804878049,0.1951219512195122
Aecht Schlenkerla Rauchbier Urbock,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.033950617283950615,0.15432098765432098,0.033950617283950615,0.06172839506172839,0.1388888888888889,0.012345679012345678,0.006172839506172839,0.018518518518518517,0.05246913580246913,0.24074074074074073,0.24691358024691357
Aecht Schlenkerla Rauchbier Weizen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,0.025974025974025976,0.11168831168831168,0.023376623376623377,0.03636363636363636,0.08831168831168831,0.04935064935064935,0.0,0.05454545454545454,0.03896103896103896,0.3168831168831169,0.2545454545454545
Affligem Blond,Blonde Ale - Belgian,Brouwerij De Smedt / Brouwerij Affligem,0.06713780918727916,0.0989399293286219,0.04240282685512368,0.0706713780918728,0.16607773851590105,0.127208480565371,0.0,0.13427561837455831,0.08833922261484099,0.06007067137809187,0.14487632508833923
Affligem Dubbel,Dubbel,Brouwerij De Smedt / Brouwerij Affligem,0.033962264150943396,0.11320754716981132,0.045283018867924525,0.06415094339622641,0.22641509433962265,0.10943396226415095,0.0,0.14339622641509434,0.052830188679245285,0.06415094339622641,0.1471698113207547
Affligem Noël,Strong Ale - Belgian Dark,Brouwerij De Smedt / Brouwerij Affligem,0.02292768959435626,0.12698412698412698,0.07936507936507936,0.03350970017636684,0.21869488536155202,0.08289241622574955,0.0,0.16049382716049382,0.026455026455026454,0.1164021164021164,0.13227513227513227
Affligem Tripel,Tripel,Brouwerij De Smedt / Brouwerij Affligem,0.037199124726477024,0.0700218818380744,0.03938730853391685,0.0525164113785558,0.22975929978118162,0.12691466083150985,0.0,0.1838074398249453,0.09190371991247265,0.061269146608315096,0.10722100656455143
After Dark,Mild Ale - English Dark,Nelson Brewing Company,0.025,0.1638888888888889,0.013888888888888888,0.09722222222222222,0.16666666666666666,0.07777777777777778,0.002777777777777778,0.08888888888888889,0.09444444444444444,0.025,0.24444444444444444
Aftershock,California Common / Steam Beer,Palmetto Brewing Company,0.014925373134328358,0.13432835820895522,0.04477611940298507,0.16417910447761194,0.08955223880597014,0.11940298507462686,0.0,0.07462686567164178,0.16417910447761194,0.029850746268656716,0.16417910447761194
Agave Wheat,Herb and Spice Beer,Breckenridge Brewery,0.14396887159533073,0.08949416342412451,0.10505836575875487,0.01556420233463035,0.12840466926070038,0.11284046692607004,0.007782101167315175,0.09727626459143969,0.0622568093385214,0.019455252918287938,0.2178988326848249
Agnus Dei (Abbey Pale Ale),Tripel,Brouwerij Corsendonk,0.06965174129353234,0.07462686567164178,0.04975124378109453,0.06218905472636816,0.1791044776119403,0.11194029850746269,0.0024875621890547263,0.12686567164179105,0.0945273631840796,0.10199004975124377,0.12686567164179105
Aiko,Lager - European Strong,Rinkuškiai Alaus Darykloje,0.020710059171597635,0.10355029585798817,0.15976331360946747,0.07692307692307693,0.1893491124260355,0.0621301775147929,0.0,0.05917159763313609,0.10355029585798817,0.026627218934911243,0.19822485207100593
Akevitt,Porter - Baltic,HaandBryggeriet,0.030349013657056147,0.18361153262518967,0.06676783004552352,0.11380880121396054,0.15629742033383914,0.03338391502276176,0.0,0.0409711684370258,0.09408194233687406,0.05614567526555387,0.22458270106221548
Akiraku,Happoshu,Suntory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktien Original 1857,Lager - European / Dortmunder Export,Bayreuther Bierbrauerei,0.11875,0.1,0.0125,0.09375,0.0875,0.08125,0.0,0.06875,0.15625,0.05,0.23125
Alamo Golden Ale,Blonde Ale - American,Alamo Beer Co.,0.10144927536231885,0.10144927536231885,0.043478260869565216,0.14009661835748793,0.08695652173913043,0.024154589371980676,0.004830917874396135,0.024154589371980676,0.21256038647342995,0.01932367149758454,0.24154589371980675
Alba Scots Pine Ale,Gruit / Ancient Herbed Ale,Williams Brothers Brewing Company,0.029411764705882353,0.10407239819004525,0.06787330316742081,0.058823529411764705,0.17420814479638008,0.0746606334841629,0.0,0.09954751131221719,0.248868778280543,0.027149321266968326,0.11538461538461539
Alberta Clipper,Porter - Imperial,Great Lakes Brewing Company,0.008771929824561403,0.19298245614035087,0.05087719298245614,0.05263157894736842,0.27017543859649124,0.03684210526315789,0.0,0.1368421052631579,0.05263157894736842,0.014035087719298246,0.18421052631578946
Aldebaran,IPA - Belgian,Kuhnhenn Brewing Company,0.03243847874720358,0.08501118568232663,0.08612975391498881,0.09955257270693513,0.1621923937360179,0.08612975391498881,0.0,0.12416107382550336,0.1476510067114094,0.06487695749440715,0.11185682326621924
Ale Of Fergus,Mild Ale - English Dark,Devils Backbone Brewing Company,0.029850746268656716,0.208955223880597,0.007462686567164179,0.1044776119402985,0.13432835820895522,0.03731343283582089,0.0,0.029850746268656716,0.11194029850746269,0.05223880597014925,0.2835820895522388
Ale To The Chief,Strong Ale - American,Avery Brewing Company,0.02457757296466974,0.08755760368663594,0.03533026113671275,0.1259600614439324,0.14285714285714285,0.10291858678955453,0.0015360983102918587,0.12442396313364056,0.1781874039938556,0.01228878648233487,0.16436251920122888
Alhambra Negra,Lager - European Dark,"Grupo Cervezas Alhambra, SL",0.08068459657701711,0.14425427872860636,0.019559902200488997,0.1466992665036675,0.17114914425427874,0.02689486552567237,0.0,0.034229828850855744,0.10268948655256724,0.019559902200488997,0.254278728606357
Alice Porter,Porter - Baltic,BrewDog,0.026785714285714284,0.13035714285714287,0.033928571428571426,0.17857142857142858,0.13214285714285715,0.08392857142857142,0.0017857142857142857,0.05714285714285714,0.1125,0.030357142857142857,0.2125
Alkoholfrei,Low Alcohol Beer,Bitburger Brauerei,0.07734806629834254,0.09392265193370165,0.0718232044198895,0.13812154696132597,0.055248618784530384,0.011049723756906077,0.016574585635359115,0.0,0.30386740331491713,0.027624309392265192,0.20441988950276244
All Day IPA,IPA - American,Founders Brewing Company,0.07174887892376682,0.07174887892376682,0.008968609865470852,0.17040358744394618,0.07174887892376682,0.10762331838565023,0.004484304932735426,0.13452914798206278,0.242152466367713,0.004484304932735426,0.11210762331838565
Allgäuer Hüttenbier,Lager - European / Dortmunder Export,Der HirschBrau/Privatbrauerei Höss,0.046511627906976744,0.13372093023255813,0.011627906976744186,0.11046511627906977,0.09883720930232558,0.046511627906976744,0.0,0.05232558139534884,0.1744186046511628,0.011627906976744186,0.313953488372093
Almaza Pilsner Beer,Pilsner - German,Brasserie Almaza S.A.L.,0.11196911196911197,0.08494208494208494,0.03088803088803089,0.10424710424710425,0.09266409266409266,0.05405405405405406,0.011583011583011582,0.03861003861003861,0.21235521235521235,0.015444015444015444,0.24324324324324326
Alpen Glow,Bock - Weizenbock,Fat Heads Brewery & Saloon,0.029585798816568046,0.14201183431952663,0.08579881656804733,0.029585798816568046,0.16568047337278108,0.06804733727810651,0.0,0.1952662721893491,0.020710059171597635,0.10059171597633136,0.16272189349112426
Alpen Stoff,Lager - European / Dortmunder Export,Bürgerbräu Bad Reichenhall,0.06060606060606061,0.1341991341991342,0.012987012987012988,0.12121212121212122,0.09956709956709957,0.06060606060606061,0.0,0.06493506493506493,0.20346320346320346,0.004329004329004329,0.23809523809523808
Alpha King,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,0.03954802259887006,0.07062146892655367,0.01694915254237288,0.1271186440677966,0.10451977401129943,0.11581920903954802,0.002824858757062147,0.12994350282485875,0.22033898305084745,0.01694915254237288,0.1553672316384181
