Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,ABV,Min IBU,Max IBU,number_of_reviews
1516 Bavarian Lager,Lager - Helles,Okanagan Spring Brewery,0.1453287197231834,0.1141868512110726,0.0103806228373702,0.1314878892733564,0.0968858131487889,0.0311418685121107,0.0138408304498269,0.0380622837370242,0.1730103806228373,0.0103806228373702,0.2352941176470588,0.469129909737751,0.6230768037869785,0.5644796873477165,0.584350798818928,0.6422144839731279,-0.3846153846153847,-0.2,-0.5,-0.2260536398467433
1554,Lager - European Dark,New Belgium Brewing,0.039426523297491,0.1971326164874552,0.025089605734767,0.0967741935483871,0.1935483870967742,0.025089605734767,0.0,0.014336917562724,0.050179211469534,0.053763440860215,0.3046594982078853,0.6352608666379209,0.7719319160594436,0.676528140267066,0.7130578274005908,0.7304572687489195,0.0,-0.5,0.25,4.084291187739463
17 Grande Réserve,Strong Ale - Belgian Dark,Unibroue,0.0119284294234592,0.1312127236580517,0.0556660039761431,0.0278330019880715,0.2524850894632207,0.0795228628230616,0.0,0.1550695825049702,0.0218687872763419,0.099403578528827,0.1650099403578528,0.7786126745330388,0.8727270730069867,0.779720247713827,0.8078901364445386,0.8117646175778463,1.5384615384615388,0.5,0.75,-0.3141762452107279
1809,Sour - Berliner Weisse,Professor Fritz Briem,0.0939759036144578,0.0795180722891566,0.0216867469879518,0.0289156626506024,0.1325301204819277,0.3108433734939759,0.0048192771084337,0.1927710843373494,0.0409638554216867,0.0240963855421686,0.0698795180722891,0.7036192282513247,0.7690978852030119,0.7344165204294983,0.7635003595094612,0.7867573446359855,-0.3846153846153847,-1.7,-1.45,1.1992337164750957
1888,California Common / Steam Beer,Anaheim Brewery,0.0131578947368421,0.131578947368421,0.0131578947368421,0.1447368421052631,0.0657894736842105,0.1052631578947368,0.0,0.0921052631578947,0.25,0.0131578947368421,0.1710526315789473,0.4986226447798739,0.7038460370414166,0.7307692514792883,0.6037735550017778,0.6117646693425571,-0.1923076923076923,1.5,0.5,-0.3486590038314176
1906 Reserva Especial,Lager - Vienna,"Hijos De Rivera, S.A.",0.0664556962025316,0.0822784810126582,0.0284810126582278,0.1075949367088607,0.1487341772151898,0.0316455696202531,0.0094936708860759,0.0316455696202531,0.1930379746835443,0.0221518987341772,0.2784810126582278,0.3768595727978432,0.5423075705325406,0.4884615778106478,0.4452829770024888,0.4564705370795799,0.1923076923076923,-0.5,-0.25,-0.2796934865900383
2XIPA,IPA - Imperial,Southern Tier Brewing Company,0.0463917525773195,0.0798969072164948,0.0360824742268041,0.172680412371134,0.1082474226804123,0.1185567010309278,0.0,0.1159793814432989,0.229381443298969,0.0025773195876288,0.0902061855670103,0.7195343780127408,0.7576167002343599,0.719047213919445,0.7475356035875926,0.7611697892865683,0.846153846153846,4.5,3.25,2.371647509578544
2XSTOUT,Stout - Sweet / Milk,Southern Tier Brewing Company,0.0326409495548961,0.2640949554896142,0.0385756676557863,0.1038575667655786,0.1839762611275964,0.029673590504451,0.0,0.0207715133531157,0.0504451038575667,0.0207715133531157,0.2551928783382789,0.5559229139478883,0.6876921903905289,0.6634615643491104,0.6566037476682074,0.6311764358754293,0.576923076923077,-0.5,-0.5,-0.2796934865900383
312 Urban Wheat,Wheat Beer - American Pale,Goose Island Beer Co.,0.074792243767313,0.1246537396121883,0.0277008310249307,0.0692520775623268,0.0609418282548476,0.1412742382271468,0.0083102493074792,0.1578947368421052,0.0858725761772853,0.0166204986149584,0.2326869806094182,0.5122813099414536,0.6200715421560474,0.5976147232604059,0.5904635162613974,0.6739625575494173,-0.6923076923076923,-1.0,0.0,2.1149425287356323
32°/50° Kölsch,Kölsch,COAST Brewing Company,0.0771208226221079,0.1002570694087403,0.0077120822622107,0.0822622107969151,0.1182519280205655,0.0874035989717223,0.0077120822622107,0.1053984575835475,0.1568123393316195,0.0231362467866323,0.2339331619537275,0.7182213423447559,0.8094673172143789,0.7647930180928448,0.7997096452611052,0.8748546705745572,-0.4615384615384617,-0.2,-0.5,-0.0076628352490421
33 ExportVBL Tien Giang Limited (Fosters),Lager - European / Dortmunder Export,VBL Tien Giang Limited (Fosters),0.0649350649350649,0.1038961038961039,0.0324675324675324,0.0909090909090909,0.1818181818181818,0.0454545454545454,0.0129870129870129,0.0519480519480519,0.1168831168831168,0.0194805194805194,0.2792207792207792,0.318713265155563,0.4399151212281575,0.4307996207077214,0.4186599938611315,0.4813339041255438,-0.576923076923077,0.3,-0.3,0.1302681992337164
4 Elf,Winter Warmer,Dark Horse Brewing Company,0.0163551401869158,0.1144859813084112,0.0911214953271028,0.058411214953271,0.1214953271028037,0.0210280373831775,0.0,0.0443925233644859,0.0677570093457943,0.2990654205607476,0.1658878504672897,0.7592592221201961,0.7711536237278038,0.7401174815294245,0.7615303216249301,0.7429737169857615,1.057692307692308,1.5,0.75,-0.0804597701149425
420 Extra Pale Ale,Pale Ale - American,SweetWater Brewing Company,0.036144578313253,0.0753012048192771,0.0180722891566265,0.1265060240963855,0.108433734939759,0.1114457831325301,0.003012048192771,0.144578313253012,0.2078313253012048,0.0271084337349397,0.1415662650602409,0.5737550442143202,0.6665797589716849,0.6240402596892107,0.6475499733999981,0.705594419350063,-0.2307692307692306,0.5,0.75,1.6781609195402298
471 Small Batch IPA,IPA - Imperial,Breckenridge Brewery,0.0203389830508474,0.0644067796610169,0.0847457627118644,0.1288135593220339,0.1525423728813559,0.1016949152542373,0.0,0.1559322033898305,0.159322033898305,0.0101694915254237,0.1220338983050847,0.6743556942858739,0.7647408696843343,0.7024596382723354,0.7127971103997819,0.7156274555884665,1.2307692307692306,4.5,3.25,2.32183908045977
5 Barrel Pale Ale,Pale Ale - English,Odell Brewing Company,0.0543478260869565,0.0733695652173913,0.0108695652173913,0.1766304347826087,0.1114130434782608,0.092391304347826,0.0027173913043478,0.0978260869565217,0.25,0.0,0.1304347826086956,0.6279123936184692,0.7476530076200925,0.656046411073353,0.6860409951729052,0.7252740682610888,-0.3076923076923076,0.0,0.25,0.5478927203065134
5 Vulture,Chile Beer,5 Rabbit Cerveceria,0.0137362637362637,0.1208791208791208,0.0659340659340659,0.0714285714285714,0.1813186813186813,0.0219780219780219,0.0054945054945054,0.0412087912087912,0.0357142857142857,0.239010989010989,0.2032967032967033,0.6614075524619778,0.7258740684884328,0.6573427571274801,0.6878216368167274,0.6705882748788963,0.153846153846154,-2.0,-1.75,-0.3141762452107279
50 Degrees North-4 Degrees East,Lambic - Traditional,Brasserie Cantillon,0.0546875,0.0989583333333333,0.0755208333333333,0.0442708333333333,0.1614583333333333,0.2760416666666667,0.0,0.171875,0.0651041666666666,0.0130208333333333,0.0390625,0.8024876911859293,0.8066433017428709,0.7756411326429897,0.8138937595391516,0.801960640184531,0.3846153846153847,-2.0,-1.25,-0.1034482758620689
5AM Saint,Red Ale - American Amber / Red,BrewDog,0.0316091954022988,0.0660919540229885,0.014367816091954,0.1436781609195402,0.1379310344827586,0.0977011494252873,0.0,0.1063218390804597,0.1896551724137931,0.0057471264367816,0.2068965517241379,0.6963085734095236,0.8049229170745513,0.6569230263905363,0.6777358247347791,0.711596537562027,-0.3846153846153847,0.5,0.5,0.3141762452107279
60 Minute IPA,IPA - American,Dogfish Head Brewery,0.0557377049180327,0.0852459016393442,0.0196721311475409,0.1836065573770491,0.0459016393442622,0.1311475409836065,0.0,0.1442622950819672,0.2459016393442623,0.0098360655737704,0.0786885245901639,0.7125726818101727,0.7736503622661648,0.7325642128796759,0.7672803597947442,0.7858822622006836,0.0,3.0,1.75,9.126436781609195
668 Neighbor Of The Beast,Strong Ale - Belgian Pale,New England Brewing Co.,0.0299251870324189,0.1221945137157107,0.0448877805486284,0.0448877805486284,0.14214463840399,0.1147132169576059,0.0074812967581047,0.1670822942643391,0.0897755610972568,0.1047381546134663,0.1321695760598503,0.6957507552891731,0.788903793504732,0.7176649832565396,0.7276674888805652,0.7194168912392369,0.6923076923076923,0.0,0.25,0.0766283524904214
72 Imperial Chocolate Cream Stout,Stout - Sweet / Milk,Breckenridge Brewery,0.015267175572519,0.2958015267175573,0.0248091603053435,0.0916030534351145,0.1717557251908397,0.0229007633587786,0.0,0.0267175572519083,0.0381679389312977,0.032442748091603,0.2805343511450381,0.6804406963701712,0.7473370383796012,0.751479288347747,0.7968068903250483,0.7909502862070856,0.4615384615384617,-0.5,-0.5,-0.3065134099616858
75 Minute IPA,IPA - American,Dogfish Head Brewery,0.0183066361556064,0.1235697940503432,0.0251716247139588,0.1098398169336384,0.2013729977116704,0.080091533180778,0.0091533180778032,0.0892448512585812,0.160183066361556,0.0068649885583524,0.1762013729977116,0.7358497701542952,0.8018000554400015,0.7660939410696967,0.8004817585269253,0.7999164517568427,0.576923076923077,3.0,1.75,0.1839080459770115
8 Ball Stout,Stout - Oatmeal,Lost Coast Brewery and Cafe,0.0462046204620462,0.2112211221122112,0.0033003300330033,0.1386138613861386,0.1419141914191419,0.0363036303630363,0.0,0.0363036303630363,0.0627062706270627,0.0132013201320132,0.3102310231023102,0.6589126987424023,0.7703317160102068,0.6825912167237524,0.7147169596012799,0.7174736439975196,0.1153846153846153,0.0,0.25,1.4636015325670495
80/- (Eighty Shilling),Scottish Ale,Williams Brothers Brewing Company,0.0346320346320346,0.1818181818181818,0.0129870129870129,0.0692640692640692,0.1861471861471861,0.0432900432900432,0.0021645021645021,0.0562770562770562,0.0844155844155844,0.0281385281385281,0.3008658008658009,0.6502998952837582,0.7846152702958544,0.6476243347981281,0.6698112958348148,0.7335639278648403,-0.6923076923076923,-1.1,-0.5,-0.2260536398467433
8th Street Pale Ale,Pale Ale - English,Four Peaks Brewing Company,0.0435967302452316,0.1144414168937329,0.0081743869209809,0.1444141689373297,0.1117166212534059,0.0708446866485013,0.0,0.0762942779291553,0.2397820163487738,0.0136239782016348,0.1771117166212534,0.5944332788503275,0.688111867326519,0.6276223747982788,0.644939897731313,0.6974790068215535,-0.423076923076923,0.0,0.25,-0.0613026819923371
90 Minute IPA,IPA - Imperial,Dogfish Head Brewery,0.0104895104895104,0.0524475524475524,0.0454545454545454,0.1538461538461538,0.1398601398601398,0.1083916083916083,0.0034965034965034,0.1258741258741259,0.1958041958041958,0.0174825174825174,0.1468531468531468,0.7746741405317752,0.8466773798977656,0.7797054400226584,0.8219590809025721,0.7788986850728175,1.153846153846154,4.5,3.25,12.24904214559387
90 Shilling,Scottish Ale,Odell Brewing Company,0.0601719197707736,0.1375358166189111,0.0372492836676217,0.0916905444126074,0.1489971346704871,0.0372492836676217,0.0,0.0544412607449856,0.1318051575931232,0.0315186246418338,0.2693409742120344,0.6418733176999099,0.7846152702958544,0.7980769386094662,0.8018867775008889,0.8058823346712787,-0.2692307692307693,-1.1,-0.5,-0.3486590038314176
A Little Sumpin' Extra! Ale,IPA - Imperial,Lagunitas Brewing Company,0.0297766749379652,0.0967741935483871,0.0521091811414392,0.1315136476426799,0.119106699751861,0.1265508684863523,0.0,0.1662531017369727,0.1712158808933002,0.0074441687344913,0.0992555831265508,0.7644130948305132,0.8337578564233186,0.743744288942747,0.7732438319429307,0.7758681200817055,1.0384615384615383,4.5,3.25,0.9157088122605364
A Little Sumpin' Sumpin' Ale,IPA - American,Lagunitas Brewing Company,0.0344827586206896,0.0735632183908046,0.032183908045977,0.1333333333333333,0.0528735632183908,0.128735632183908,0.0022988505747126,0.1586206896551724,0.2298850574712643,0.0045977011494252,0.1494252873563218,0.7731582619109354,0.7832848394856873,0.7393213662060487,0.7930300598513254,0.7979654398085121,0.576923076923077,3.0,1.75,2.900383141762452
A Little Sumpin' Wild,IPA - Belgian,Lagunitas Brewing Company,0.0403022670025188,0.0831234256926952,0.0428211586901763,0.1335012594458438,0.1032745591939546,0.1738035264483627,0.0,0.1561712846347607,0.1788413098236775,0.0226700251889168,0.0654911838790932,0.7407944968821492,0.8132482865614856,0.7297749823250013,0.7627713028506644,0.7616299775651743,1.076923076923077,3.0,2.25,2.2375478927203063
ALTerior Motive,Altbier,COAST Brewing Company,0.0536779324055666,0.1212723658051689,0.0218687872763419,0.1113320079522862,0.1212723658051689,0.0914512922465208,0.0,0.0795228628230616,0.1530815109343936,0.0278330019880715,0.2186878727634194,0.7672176565049416,0.804807578609464,0.7980769386094662,0.8018867775008889,0.8624999870588224,0.1153846153846153,0.5,0.75,-0.2950191570881226
Aardmonnik - Earthmonk,Sour - Flanders Oud Bruin,De Struise Brouwers,0.0524475524475524,0.0891608391608391,0.0262237762237762,0.0384615384615384,0.2167832167832167,0.2587412587412587,0.0,0.1905594405594405,0.0157342657342657,0.0209790209790209,0.0909090909090909,0.7228615181419815,0.665309097394126,0.6533433343582051,0.7531136794802777,0.7174933145876061,0.7692307692307694,0.0,-0.5,0.2298850574712643
Aass Bock,Bock - Traditional,Aass Brewery,0.0154798761609907,0.1517027863777089,0.0433436532507739,0.1052631578947368,0.2507739938080495,0.0464396284829721,0.0,0.0650154798761609,0.0773993808049535,0.0092879256965944,0.2352941176470588,0.671571760708346,0.7806753470977028,0.68151967834464,0.7455129996613583,0.7222380679753475,0.1923076923076923,0.0,-0.25,-0.1992337164750957
Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Blonde Ale - Belgian,Brasserie Val De Sambre,0.0630372492836676,0.1260744985673352,0.0200573065902578,0.0802292263610315,0.1719197707736389,0.1318051575931232,0.0,0.1289398280802292,0.1088825214899713,0.0802292263610315,0.0888252148997134,0.5871011364075884,0.6420814812948148,0.6040724919944238,0.619311971268828,0.6269897060696195,0.0,-0.5,-0.25,-0.2911877394636015
Abbaye De Floreffe Blonde,Blonde Ale - Belgian,Brasserie Lefèbvre SA,0.0412621359223301,0.0606796116504854,0.0364077669902912,0.0800970873786407,0.1844660194174757,0.1067961165048543,0.0072815533980582,0.1189320388349514,0.1334951456310679,0.0728155339805825,0.1577669902912621,0.5955274274900908,0.6990948676644575,0.6199094523146575,0.6659266917680522,0.6955015948707384,0.1153846153846153,-0.5,-0.25,-0.2911877394636015
Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),Farmhouse Ale - Bière de Garde,BFM Brasserie Des Franches-Montagnes,0.0817438692098092,0.0735694822888283,0.0735694822888283,0.0163487738419618,0.1634877384196185,0.3079019073569482,0.0,0.2016348773841962,0.0136239782016348,0.0163487738419618,0.0517711171662125,0.8114689353753242,0.755835577102633,0.7593944031235074,0.8269356850517497,0.788776168355404,1.9230769230769236,0.0,-0.25,0.3103448275862069
Abbaye Des Rocs Grand Cru Belgian Special Brown,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,0.0263157894736842,0.1194331983805668,0.0445344129554655,0.0323886639676113,0.2631578947368421,0.1072874493927125,0.0,0.1599190283400809,0.0323886639676113,0.0546558704453441,0.1599190283400809,0.7798182721963336,0.8112061172678804,0.7706552484111346,0.8124853066026647,0.777656849661821,1.153846153846154,0.5,0.75,1.5057471264367817
Abbaye Des Rocs [Brasserie Des Rocs Brune],Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,0.0266666666666666,0.12,0.0746666666666666,0.0453333333333333,0.2453333333333333,0.056,0.0026666666666666,0.1413333333333333,0.048,0.048,0.192,0.788368331860239,0.8121950557598476,0.7753282865132085,0.8154625521103813,0.8002459341407937,1.153846153846154,0.5,0.75,0.7432950191570882
Abbey,Dubbel,New Belgium Brewing,0.025695931477516,0.1006423982869379,0.0342612419700214,0.0535331905781584,0.2205567451820128,0.0792291220556745,0.0021413276231263,0.1841541755888651,0.0663811563169164,0.0513918629550321,0.1820128479657387,0.7195421135490783,0.8032929939474767,0.7128907143930219,0.7408018672303296,0.738345693020771,0.3846153846153847,-0.5,-0.25,2.0957854406130267
Abbey Ale,Brown Ale - Belgian Dark,Cathedral Square Brewery,0.0294117647058823,0.1229946524064171,0.0481283422459893,0.0668449197860962,0.160427807486631,0.0668449197860962,0.0026737967914438,0.1149732620320855,0.0828877005347593,0.0588235294117647,0.2459893048128342,0.570247981239892,0.6858971749506821,0.5737180712524561,0.567085891855539,0.5686273241061011,0.1923076923076923,-0.5,-0.5,-0.2873563218390804
Abbey Ale,Dubbel,Abita Brewing Co.,0.0105540897097625,0.1029023746701846,0.0316622691292876,0.0316622691292876,0.2163588390501319,0.1134564643799472,0.0,0.1424802110817942,0.0422163588390501,0.1029023746701846,0.2058047493403693,0.6096608253817273,0.749572407679151,0.6324787590400953,0.6331236326885761,0.6425770957719619,0.7692307692307694,-0.5,-0.25,0.367816091954023
Abbey Ale,Dubbel,Brewery Ommegang,0.0305343511450381,0.0966921119592875,0.0636132315521628,0.0330788804071246,0.2290076335877862,0.0661577608142493,0.0,0.1857506361323155,0.0381679389312977,0.0712468193384223,0.1857506361323155,0.740647808193079,0.8665340112779696,0.7445269427286967,0.7783078700609714,0.7527280002567529,0.846153846153846,-0.5,-0.25,5.567049808429119
Abbey Dubbel,Dubbel,Flying Fish Brewing Company,0.015015015015015,0.1231231231231231,0.039039039039039,0.06006006006006,0.2852852852852853,0.042042042042042,0.0,0.1471471471471471,0.039039039039039,0.054054054054054,0.1951951951951951,0.856749327079964,0.7846152702958544,0.7307692514792883,0.8679245183339259,0.8705882231141857,0.4615384615384617,-0.5,-0.25,-0.3524904214559387
Abbey Triple,Tripel,Sprecher Brewing Company,0.0264026402640264,0.0726072607260726,0.0528052805280528,0.0198019801980198,0.2607260726072607,0.1386138613861386,0.0,0.1881188118811881,0.0363036303630363,0.0759075907590759,0.1287128712871287,0.5645827036272504,0.613037834247318,0.5908301083976839,0.6082506496792943,0.6022598919774016,0.9230769230769234,0.0,0.25,0.3218390804597701
Abbot Ale,Bitter - English Extra Special / Strong Bitter (ESB),Greene King / Morland Brewery,0.0267062314540059,0.1246290801186943,0.0148367952522255,0.0890207715133531,0.1869436201780415,0.0474777448071216,0.0089020771513353,0.0563798219584569,0.1513353115727003,0.0207715133531157,0.2729970326409495,0.570247981239892,0.743749915192305,0.6534456420426429,0.639151029369889,0.6803221110891398,-0.3846153846153847,0.0,0.25,0.9310344827586208
Abner,IPA - New England,Hill Farmstead Brewery,0.0486381322957198,0.0583657587548638,0.0155642023346303,0.1322957198443579,0.0972762645914396,0.1536964980544747,0.0,0.2704280155642023,0.1712062256809338,0.0058365758754863,0.046692607003891,0.8320059248478322,0.843356472103276,0.8017481690962946,0.8583189327033158,0.8529411155709286,0.846153846153846,3.0,1.75,0.0651340996168582
Abrasive Ale,IPA - Imperial,Surly Brewing Company,0.0409982174688057,0.0606060606060606,0.0285204991087344,0.1390374331550802,0.1301247771836007,0.1229946524064171,0.0,0.1978609625668449,0.1836007130124777,0.0124777183600713,0.0837789661319073,0.8570037402750699,0.8646672727589928,0.8111079760686173,0.853848970101809,0.8526589978973176,1.2307692307692306,4.5,3.25,1.8007662835249043
Abraxas,Stout - American Imperial,Perennial Artisan Ales,0.0064308681672025,0.2234726688102893,0.0739549839228295,0.0739549839228295,0.1173633440514469,0.0064308681672025,0.0032154340836012,0.0128617363344051,0.0257234726688102,0.2540192926045016,0.202572347266881,0.7707989233279424,0.8169229635976294,0.865384625739644,0.8150943256674963,0.81882351235986,2.115384615384616,3.0,2.25,-0.3371647509578544
Abt 12,Quadrupel (Quad),Brouwerij St. Bernardus NV,0.03125,0.1047794117647058,0.1084558823529411,0.0441176470588235,0.2150735294117647,0.0808823529411764,0.0,0.15625,0.0496323529411764,0.0551470588235294,0.1544117647058823,0.8047344347400072,0.901634058511817,0.8299242438519812,0.8645288577002912,0.8260501248047176,1.5384615384615388,0.5,0.75,8.137931034482758
Achel Trappist Extra,Strong Ale - Belgian Dark,Brouwerij der St. Benedictusabdij de Achelse,0.0342052313883299,0.1046277665995975,0.0764587525150905,0.0442655935613682,0.2454728370221328,0.0663983903420523,0.0,0.1609657947686116,0.0362173038229376,0.0684104627766599,0.1629778672032193,0.7764295342777374,0.8630502727092391,0.7797910554006879,0.8328061760608436,0.8002720753197248,1.3461538461538465,0.5,0.75,0.3065134099616858
Ad Astra Ale,Altbier,Free State Brewing Co.,0.0230263157894736,0.0986842105263157,0.0164473684210526,0.1414473684210526,0.1414473684210526,0.0427631578947368,0.0032894736842105,0.0427631578947368,0.1644736842105263,0.0197368421052631,0.3059210526315789,0.577069578284344,0.7538460693491098,0.6698719484713886,0.654087973893432,0.7072829842148691,-0.153846153846154,0.5,0.75,-0.1954022988505747
Adam,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.0158730158730158,0.165079365079365,0.0603174603174603,0.0888888888888888,0.1984126984126984,0.0396825396825396,0.0,0.1063492063492063,0.0492063492063492,0.0666666666666666,0.2095238095238095,0.7725256669393203,0.8414419181982129,0.7739853635395872,0.8123651179143485,0.753751388588366,1.5384615384615388,1.0,1.5,2.7586206896551726
Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.0116959064327485,0.1539961013645224,0.0916179337231968,0.0428849902534113,0.2475633528265107,0.0487329434697855,0.0,0.1481481481481481,0.0155945419103313,0.0682261208576998,0.1715399610136452,0.8877868773788566,0.841153733573961,0.8586538570266262,0.911949766939605,0.883529400802767,2.307692307692308,1.0,1.5,-0.1264367816091954
Adelscott,Smoked Beer,Brasserie Fischer / Fischer Biere d' Alsace,0.0287769784172661,0.1223021582733813,0.0863309352517985,0.0575539568345323,0.2589928057553957,0.0335731414868105,0.0,0.0335731414868105,0.0623501199040767,0.1151079136690647,0.2014388489208633,0.3832262057051013,0.537820355009857,0.3904914699621947,0.3616350838969874,0.3529411155709285,0.153846153846154,0.0,-0.25,-0.2183908045977011
